Dia,Cliente,Contenedor,Estado,Envase,alerta_enviada,BL,hora,Hora
2025-10-20 00:00:00,Poka S.A.,HAMU-386909-7,13:42 Realizado,Contenedor,1,USG0310324,13:42,8:00 
2025-10-20 00:00:00,Mma Tex S.A.,EGHU-952483-0,13:41 Realizado,Contenedor,1,XMF202500704A/B/C/D,13:41,8:00 
2025-10-20 00:00:00,Sk Distributors S.R.L.,SUDU-530915-7,13:41 Realizado,Contenedor,1,HBG2023908,13:41,8:00 
2025-10-20 00:00:00,Ledorot S.A.,MSMU-581137-3,13:42 Realizado,Contenedor,1,,13:42,8:00 
2025-10-17 00:00:00,Lift Van Int. Co S.A,TRHU-585857-9,13:43 Realizado,Bultos,1,ONEYPKGF44733400,13:43,9:00 
2025-10-17 00:00:00,Lift Van Int. Co S.A,HLBU-127114-6,13:43 Realizado,Bultos,1,HLCUME3250738207,13:43,9:00 
2025-10-20 00:00:00,Aoda Sa,EMCU-840148-1,16:08 Realizado,Contenedor,1,SE45253,16:08,8:00 
2025-10-20 00:00:00,Mercovan Argentina S.A.,GCXU-517570-3,16:08 Realizado,Bultos,1,HLCUGY3250731647,16:08,8:00 
2025-10-20 00:00:00,Aspee Monee,MSMU-714789-6,16:08 Realizado,Contenedor,1,,16:08,8:30 
2025-10-21 00:00:00,Jupam Sa,TIIU-578054-2,16:26 Realizado,Contenedor,1,,16:26,8:30 
2025-10-21 00:00:00,Mercovan Argentina S.A.,FSCU-474399-7,16:26 Realizado,Bultos,1,10896599,16:26,8:00 
2025-10-21 00:00:00,Xinte Sa,UETU-838029-6,16:27 Realizado,Contenedor,1,TWLE25070164,16:27,8:00 
2025-10-21 00:00:00,Compañia Bulk S.A.,EGSU-135894-7,16:27 Realizado,Contenedor,1,ZIMUBUE9044084,16:27,8:30 
2025-10-21 00:00:00,Compañia Bulk S.A.,GAOU-626211-7,16:27 Realizado,Contenedor,1,ZIMUBUE9044084,16:27,8:30 
2025-10-21 00:00:00,Lift Van Int. Co S.A,TEMU-161073-9,17:20 Realizado,Bultos,1,HLCUBSC2508BZCI4,17:20,8:00 
2025-10-21 00:00:00,Xinte Sa,MSKU-513853-3,17:20 Realizado,Contenedor,1,TWLE25070164,17:20,8:00 
2025-10-21 00:00:00,Ledorot S.A.,MSBU-734836-7,18:18 Realizado,Contenedor,1,ZIMUBUE9044084,18:18,8:00 
2025-10-21 00:00:00,Ledorot S.A.,MSDU-797272-4,18:18 Realizado,Contenedor,1,ZIMUBUE9044084,18:18,8:00 
2025-10-22 00:00:00,Rueda Oeste S.A.,TCLU-818453-5,10:41 Realizado,Contenedor,1,OOLU2161501820,10:41,8:30 
2025-10-22 00:00:00,Verisure Argentina S.A.,TRHU-889159-1,16:53 Realizado,Pallets,1,ZIMUASH4372678,16:53,8:00 
2025-10-22 00:00:00,Mercovan Argentina S.A.,UASU-106344-5,16:56 Realizado,Bultos,1,HLUSPIL250712942,16:56,8:00 
2025-10-21 00:00:00,Mazon Textil Sa,TRLU-480706-6,16:52 Realizado,Contenedor,1,ZIMUBUE9044084,16:52,8:30 
2025-10-23 00:00:00,Rydex Sa,HMMU-669469-7,09:27 Realizado,Contenedor,1,OOLU2161501820,09:27,8:00 
2025-10-23 00:00:00,Raisvic S.R.L.,MSMU-409205-9,09:27 Realizado,Contenedor,1,ONEYLISF02997500,09:27,8:00 
2025-10-23 00:00:00,Daniel Berant,TRHU-865607-8,11:12 Realizado,Contenedor,1,HLCULE1250826545,11:12,8:00 
2025-10-23 00:00:00,Dpmg S.A.,ZHLU-201402-8,11:11 Realizado,Contenedor,1,MEDUJZ287643,11:11,8:00 
2025-10-23 00:00:00,E A Balbi E Hijos S A,MSDU-541872-9,15:42 Realizado,Contenedor,1,OOLU2161501820,15:42,9:00 
2025-10-23 00:00:00,Lift Van Int. Co S.A,HLBU-152519-5,18:43 Realizado,Bultos,1,HLCUME3250832454,18:43,8:00 
2025-10-23 00:00:00,Lift Van Int. Co S.A,HLBU-175216-2,18:50 Realizado,Bultos,1,HLUSPIL250801730,18:50,8:00 
2025-10-24 00:00:00,Tio Musa,MSNU-796555-6,14:16 Realizado,Contenedor,1,,14:16,9:00 
2025-10-24 00:00:00,Ing. Hector J Resino S.R.L.,OOCU-500821-6,14:16 Realizado,Contenedor,1,GSZBUE25090202,14:16,8:30 
2025-10-24 00:00:00,Mollo Guzman Reyna,MSNU-957438-1,14:16 Realizado,Contenedor,1,OOLU2161501820,14:16,8:30 
2025-10-24 00:00:00,Bicicletas Futura Sa,UETU-757474-3,14:16 Realizado,Bultos,1,GILSH250700114,14:16,8:00 
2025-10-24 00:00:00,Lift Van Int. Co S.A,PRSU-156237-8,20:43 Realizado,Bultos,1,NAM9443883,20:43,8:00 
2025-10-27 00:00:00,Lift Van Int. Co S.A,HLBU-376328-0,20:43 Realizado,Contenedor,1,,20:43,8:30 
2025-10-27 00:00:00,Geo Logistics Argentina S.R.L.,MRSU-630293-5,12:28 Realizado,Bultos,1,257630406,12:28,10:00
2025-10-27 00:00:00,Dpmg S.A.,ZHLU-201508-7,12:29 Realizado,Contenedor,1,,12:29,8:30 
2025-10-27 00:00:00,Dpmg S.A.,TIFU-525772-0,12:28 Realizado,Contenedor,1,,12:28,8:30 
2025-10-27 00:00:00,La Tela Srl,MEDU-475657-6,12:28 Realizado,Contenedor,1,OOLU2161501820,12:28,8:30 
2025-10-27 00:00:00,Dpmg S.A.,ZHLU-201409-6,12:28 Realizado,Contenedor,1,COSU6422935820,12:28,8:00 
2025-10-29 00:00:00,Chemotecnica Sa,APZU-376616-0,11:45 Realizado,Pallets,1,JSL/NSA/02546A,11:45,8:30 
2025-10-29 00:00:00,Chemotecnica Sa,TGBU-269396-0,16:09 Realizado,Pallets,1,MEDUJB753567,16:09,8:30 
2025-10-27 00:00:00,Lift Van Int. Co S.A,CMAU-715026-5,17:31 Realizado,Bultos,1,SSZ123761RCS,17:31,8:00 
2025-10-27 00:00:00,Bisora Group Sa,TCLU-854986-5,17:31 Realizado,Contenedor,1,SYNTAO25SE071041,17:31,10:00
2025-10-28 00:00:00,Unimers Argentina S.A.,CAAU-955068-7,17:31 Realizado,Contenedor,1,,17:31,8:00 
2025-10-28 00:00:00,Aerofit Srl,ECMU-704939-7,15:52 Realizado,Contenedor,1,WLLSH2509046,15:52,8:30 
2025-10-28 00:00:00,Mma Tex S.A.,EGSU-150362-3,15:52 Realizado,Contenedor,1,,15:52,8:30 
2025-10-28 00:00:00,Xiadex Srl,MEDU-716430-7,18:04 Realizado,Contenedor,1,,18:04,8:30 
2025-10-28 00:00:00,Refractarios Argentinos Saicm,MRSU-009119-9,18:07 Realizado,Bultos,1,TSN25080034,18:07,8:00 
2025-10-28 00:00:00,Refractarios Argentinos Saicm,MSKU-731057-5,18:07 Realizado,Bultos,1,TSN25080034,18:07,8:00 
2025-10-28 00:00:00,Refractarios Argentinos Saicm,MSKU-578243-8,18:07 Realizado,Bultos,1,TSN25080034,18:07,8:00 
2025-10-28 00:00:00,Refractarios Argentinos Saicm,SUDU-769056-6,18:07 Realizado,Bultos,1,TSN25080034,18:07,8:00 
2025-10-28 00:00:00,Lift Van Int. Co S.A,TCNU-478400-9,19:24 Realizado,Bultos,1,CDOLX251009,19:24,8:00 
2025-10-29 00:00:00,Sanyo Color Sa,BMOU-470500-6,11:46 Realizado,Pallets,1,MEDUOO311833,11:46,8:00 
2025-10-29 00:00:00,Vestiditos Sa,CSNU-822112-1,11:46 Realizado,Contenedor,1,SYNNGB25SE090264,11:46,9:00 
2025-10-29 00:00:00,Vestiditos Sa,TIIU-541213-4,11:46 Realizado,Contenedor,1,SYNNGB25SE090264,11:46,9:00 
2025-10-29 00:00:00,Mibeda S.A.,ZCSU-793858-7,17:55 Realizado,Bultos,1,TWLE25070219,17:55,8:30 
2025-10-29 00:00:00,Grass S. R. L.,MSMU-431477-3,17:54 Realizado,Contenedor,1,HBUE2508X0238,17:54,10:00
2025-10-29 00:00:00,Grass S. R. L.,MSMU-661076-9,17:54 Realizado,Contenedor,1,HBUE2508X0238,17:54,10:00
2025-10-29 00:00:00,Xiadex Srl,TGCU-525859-5,17:56 Realizado,Rollos,1,NBOE25016225,17:56,10:00
2025-10-29 00:00:00,Ba Comex S.A,OOCU-722084-1,17:55 Realizado,Rollos,1,CL25070996,17:55,10:00
2025-10-29 00:00:00,Grupo Leal-Tex S.R.L.,MSCU-519537-0,17:56 Realizado,Contenedor,1,,17:56,10:00
2025-10-29 00:00:00,Bisora Group Sa,MRSU-513508-9,17:55 Realizado,Contenedor,1,GSZBUE25090202,17:55,9:30 
2025-10-29 00:00:00,Jupam Sa,CMAU-499067-3,17:55 Realizado,Contenedor,1,,17:55,9:30 
2025-10-29 00:00:00,Jupam Sa,TLLU-434021-6,17:55 Realizado,Contenedor,1,,17:55,9:30 
2025-10-29 00:00:00,Jupam Sa,OOLU-878564-3,17:55 Realizado,Contenedor,1,,17:55,9:00 
2025-10-29 00:00:00,Chemotecnica Sa,KOCU-217001-8,18:12 Realizado,Pallets,1,JSL/NSA//2575A,18:12,8:30 
2025-10-29 00:00:00,Lift Van Int. Co S.A,DRYU-908880-2,08:20 Realizado,Bultos,1,MEDUJZ371843,08:20,8:00 
2025-10-30 00:00:00,Telamania Srl,FFAU-223682-6,12:02 Realizado,Contenedor,1,OOLU2161501820,12:02,8:00 
2025-10-30 00:00:00,Mercovan Argentina S.A.,TCKU-361978-8,12:01 Realizado,Bultos,1,HLCUBC1250731630,12:01,10:00
2025-10-30 00:00:00,Vestiditos Sa,CSNU-732071-0,12:02 Realizado,Contenedor,1,SYNNGB25SE090264,12:02,10:30
2025-10-30 00:00:00,Vestiditos Sa,OOCU-786297-0,12:02 Realizado,Contenedor,1,SYNNGB25SE090264,12:02,10:30
2025-10-30 00:00:00,Sk Distributors S.R.L.,HLBU-133334-0,12:02 Realizado,Contenedor,1,COSU6426736450,12:02,9:00 
2025-10-30 00:00:00,Italbo S.R.L.,TXGU-424374-8,12:03 Realizado,Contenedor,1,WLLSH2509046,12:03,8:00 
2025-10-30 00:00:00,Presmar S.A.,MSKU-730543-4,12:04 Realizado,Contenedor,1,GSZBUE25090202,12:04,8:00 
2025-10-30 00:00:00,Skop Trader S. A.,OOCU-778911-8,12:03 Realizado,Contenedor,1,LOTE 3438,12:03,8:30 
2025-10-30 00:00:00,Skop Trader S. A.,CSNU-238709-6,12:03 Realizado,Contenedor,1,,12:03,9:00 
2025-10-30 00:00:00,Skop Trader S. A.,CSNU-226383-4,12:03 Realizado,Contenedor,1,,12:03,9:00 
2025-10-30 00:00:00,Skop Trader S. A.,TGBU-807249-2,12:02 Realizado,Contenedor,1,LOTE 3438,12:02,8:30 
2025-10-30 00:00:00,Shipy S.A.,EMCU-897415-9,19:20 Realizado,Bultos,1,NB250865413,19:20,9:30 
2025-10-30 00:00:00,Shipy S.A.,DRYU-984682-0,19:20 Realizado,Bultos,1,NB250865413,19:20,9:30 
2025-10-30 00:00:00,Shipy S.A.,EITU-161624-7,19:20 Realizado,Bultos,1,NB250865413,19:20,9:30 
2025-10-30 00:00:00,Shipy S.A.,FFAU-487001-7,19:20 Realizado,Bultos,1,NB250865413,19:20,9:30 
2025-10-30 00:00:00,Raisvic S.R.L.,TRHU-564520-7,19:20 Realizado,Contenedor,1,SYNTAO25SE071041,19:20,9:30 
2025-10-30 00:00:00,Mercovan Argentina S.A.,UACU-415023-8,19:19 Realizado,Bultos,1,HLCULE1250826545,19:19,10:00
2025-10-30 00:00:00,Bisora Group Sa,MSKU-913822-8,19:21 Realizado,Contenedor,1,,19:21,10:00
2025-10-30 00:00:00,Impulso Jm S.A.,MSMU-148165-3,19:18 Realizado,Bultos,1,SYNTAO25SE071041,19:18,10:00
2025-10-30 00:00:00,Lismar Sur S.A.,CCLU-796363-7,19:19 Realizado,Contenedor,1,ZIMUBUE9044084,19:19,10:00
2025-10-30 00:00:00,Lift Van Int. Co S.A,MSDU-458869-6,19:18 Realizado,Bultos,1,MEDUJZ727077,19:18,8:00 
2025-10-30 00:00:00,Refractarios Argentinos Saicm,CAIU-302719-9,19:18 Realizado,Bultos,1,MEDUT1318616,19:18,8:00 
2025-10-30 00:00:00,Refractarios Argentinos Saicm,MSMU-237266-2,19:21 Realizado,Bultos,1,MEDUT1318616,19:21,8:00 
2025-10-30 00:00:00,Grupo Leal-Tex S.R.L.,MSNU-907577-8,19:20 Realizado,Contenedor,1,TWLE25070164,19:20,8:00 
2025-10-31 00:00:00,Aspee Monee,MSDU-680758-2,09:33 Realizado,Contenedor,1,,09:33,9:00 
2025-10-30 00:00:00,Dpmg S.A.,ZHLU-201824-0,10:14 Realizado,Contenedor,1,,10:14,8:00 
2025-10-31 00:00:00,Jose Luis San Martin,SKYU-824931-1,10:38 Realizado,Contenedor,1,,10:38,9:00 
2025-10-31 00:00:00,Tio Musa,UETU-785011-6,11:52 Realizado,Contenedor,1,TWLE25070164,11:52,9:00 
2025-10-31 00:00:00,Tio Musa,UETU-786271-3,11:52 Realizado,Contenedor,1,TWLE25070164,11:52,9:00 
2025-10-30 00:00:00,Mercovan Argentina S.A.,MSKU-353878-3,12:22 Realizado,Bultos,1,257083804,12:22,10:00
2025-10-31 00:00:00,Lift Van Int. Co S.A,TCLU-717555-0,14:02 Realizado,Bultos,1,ONEYLIVF24598700,14:02,8:30 
2025-10-31 00:00:00,Shipy S.A.,HAMU-229578-0,16:05 Realizado,Contenedor,1,COSU6426736450,16:05,9:00 
2025-10-31 00:00:00,Shipy S.A.,HAMU-231839-8,16:05 Realizado,Contenedor,1,COSU6426736450,16:05,9:00 
2025-10-31 00:00:00,Shipy S.A.,HLXU-841688-7,16:05 Realizado,Contenedor,1,COSU6426736450,16:05,9:00 
2025-10-31 00:00:00,Shipy S.A.,UETU-591227-1,16:05 Realizado,Contenedor,1,COSU6426736450,16:05,9:00 
2025-10-31 00:00:00,Shipy S.A.,FDCU-014658-8,16:05 Realizado,Contenedor,1,COSU6426736450,16:05,9:00 
2025-10-31 00:00:00,Shipy S.A.,TCLU-182913-9,16:06 Realizado,Contenedor,1,COSU6426736450,16:06,8:30 
2025-10-31 00:00:00,Shipy S.A.,HLBU-255338-1,16:06 Realizado,Contenedor,1,COSU6426736450,16:06,8:30 
2025-10-31 00:00:00,Shipy S.A.,HLBU-259918-7,16:06 Realizado,Contenedor,1,COSU6426736450,16:06,8:30 
2025-10-31 00:00:00,Shipy S.A.,DFSU-751297-5,16:06 Realizado,Contenedor,1,COSU6426736450,16:06,8:30 
2025-10-31 00:00:00,Shipy S.A.,HAMU-219640-6,16:06 Realizado,Contenedor,1,COSU6426736450,16:06,8:30 
2025-10-31 00:00:00,Mercovan Argentina S.A.,TLLU-228929-1,16:13 Realizado,Bultos,1,BGA0484226,16:13,9:00 
2025-10-31 00:00:00,Dmc Import Group S.R.L.,HMCU-916076-1,16:13 Realizado,Contenedor,1,,16:13,9:30 
2025-10-31 00:00:00,Bisora Group Sa,JXLU-442580-5,16:26 Realizado,Contenedor,1,,16:26,9:30 
2025-11-04 00:00:00,All Trade S.A.,FCIU-890261-3,11:44 Realizado,Cajas,1,PUS-HSE-2506-0042,11:44,8:00 
2025-10-31 00:00:00,Tio Musa,MSBU-716723-0,17:07 Realizado,Contenedor,1,TWLE25070164,17:07,9:30 
2025-10-31 00:00:00,Lift Van Int. Co S.A,MEDU-750504-4,18:27 Realizado,Bultos,1,MEDUHX076605,18:27,8:00 
2025-11-03 00:00:00,Vestiditos Sa,FCIU-965123-5,11:06 Realizado,Contenedor,1,SYNNGB25SE090264,11:06,8:30 
2025-11-03 00:00:00,Vestiditos Sa,CSNU-875964-7,11:06 Realizado,Contenedor,1,SYNNGB25SE090264,11:06,8:30 
2025-11-03 00:00:00,Aspee Monee,TLLU-856776-4,11:29 Realizado,Contenedor,1,,11:29,9:30 
2025-11-03 00:00:00,Chelatex Sas,TRHU-575912-8,11:59 Realizado,Rollos,1,GILNB250800525,11:59,9:30 
2025-11-03 00:00:00,Noah Servicess.R.L.,CAIU-828794-3,12:12 Realizado,Bultos,1,IBC1386703,12:12,9:30 
2025-11-03 00:00:00,Shipy S.A.,HMMU-678229-4,14:14 Realizado,Contenedor,1,,14:14,9:00 
2025-11-03 00:00:00,Shipy S.A.,HMMU-714404-1,14:14 Realizado,Contenedor,1,,14:14,9:00 
2025-11-03 00:00:00,Shipy S.A.,KOCU-464353-1,14:14 Realizado,Contenedor,1,,14:14,9:00 
2025-11-03 00:00:00,Shipy S.A.,TEMU-750922-7,14:14 Realizado,Contenedor,1,,14:14,9:00 
2025-11-03 00:00:00,Shipy S.A.,KOCU-494992-2,14:14 Realizado,Contenedor,1,,14:14,9:00 
2025-11-03 00:00:00,Sk Distributors S.R.L.,UACU-852499-5,14:13 Realizado,Contenedor,1,COSU6426736450,14:13,9:30 
2025-11-03 00:00:00,Shipy S.A.,KOCU-438047-7,14:13 Realizado,Contenedor,1,,14:13,9:30 
2025-11-03 00:00:00,Shipy S.A.,HMMU-667269-8,14:13 Realizado,Contenedor,1,,14:13,9:30 
2025-11-03 00:00:00,Shipy S.A.,HMMU-638104-9,14:13 Realizado,Contenedor,1,,14:13,9:30 
2025-11-03 00:00:00,Shipy S.A.,HMMU-632167-2,14:13 Realizado,Contenedor,1,,14:13,9:00 
2025-11-03 00:00:00,Shipy S.A.,HMMU-608221-7,14:13 Realizado,Contenedor,1,,14:13,9:00 
2025-11-03 00:00:00,Shipy S.A.,CAIU-444580-3,14:13 Realizado,Contenedor,1,,14:13,9:00 
2025-11-03 00:00:00,Shipy S.A.,TXGU-853395-6,14:14 Realizado,Contenedor,1,,14:14,9:00 
2025-11-03 00:00:00,E A Balbi E Hijos S A,MSBU-456977-0,16:25 Realizado,Contenedor,1,,16:25,8:30 
2025-11-03 00:00:00,Lift Van Int. Co S.A,UACU-832526-8,18:19 Realizado,Bultos,1,HLCURTM250870169,18:19,8:00 
2025-11-04 00:00:00,Dmc Import Group S.R.L.,GAOU-629454-1,09:31 Realizado,Contenedor,1,,09:31,8:00 
2025-11-04 00:00:00,Juliana Sa,CAAU-601458-8,09:34 Realizado,Contenedor,1,,09:34,9:00 
2025-11-04 00:00:00,Bisora Group Sa,MRSU-656543-8,10:26 Realizado,Contenedor,1,GSZBUE25090202,10:26,9:00 
2025-11-04 00:00:00,Grupo Leal-Tex S.R.L.,TLLU-514657-1,10:33 Realizado,Contenedor,1,PCBUE25080002,10:33,9:30 
2025-11-04 00:00:00,Vestiditos Sa,FSCU-510995-0,10:38 Realizado,Contenedor,1,SYNNGB25SE090264,10:38,9:00 
2025-11-04 00:00:00,Bisora Group Sa,MRKU-508197-1,10:49 Realizado,Contenedor,1,GSZBUE25090202,10:49,9:30 
2025-11-04 00:00:00,Mercovan Argentina S.A.,HLXU-125886-1,11:21 Realizado,Bultos,1,HLCUME3250809359,11:21,9:30 
2025-11-04 00:00:00,Shipy S.A.,EMCU-842647-4,12:06 Realizado,Contenedor,1,OOLU2161436390,12:06,8:30 
2025-11-04 00:00:00,Shipy S.A.,EITU-176918-5,12:06 Realizado,Contenedor,1,,12:06,8:30 
2025-11-04 00:00:00,Shipy S.A.,TCNU-637965-9,12:06 Realizado,Contenedor,1,,12:06,8:30 
2025-11-04 00:00:00,Shipy S.A.,BSIU-811382-3,12:06 Realizado,Contenedor,1,OOLU2161436390,12:06,8:30 
2025-11-04 00:00:00,Shipy S.A.,EGSU-152789-9,12:06 Realizado,Contenedor,1,OOLU2161436390,12:06,8:30 
2025-11-04 00:00:00,Shipy S.A.,TGBU-658211-5,12:06 Realizado,Contenedor,1,OOLU2161436390,12:06,9:00 
2025-11-04 00:00:00,Shipy S.A.,EITU-102113-0,12:06 Realizado,Contenedor,1,,12:06,8:30 
2025-11-04 00:00:00,Shipy S.A.,EGSU-628191-4,12:06 Realizado,Contenedor,1,OOLU2161436390,12:06,8:30 
2025-11-04 00:00:00,Shipy S.A.,TCNU-270829-4,12:06 Realizado,Contenedor,1,OOLU2161436390,12:06,9:00 
2025-11-04 00:00:00,Shipy S.A.,EGSU-959084-0,12:06 Realizado,Contenedor,1,,12:06,8:30 
2025-11-04 00:00:00,Shipy S.A.,EGHU-980885-7,12:06 Realizado,Contenedor,1,,12:06,8:30 
2025-11-04 00:00:00,Shipy S.A.,EGHU-845709-0,12:06 Realizado,Contenedor,1,,12:06,8:30 
2025-11-04 00:00:00,Servicios L&A S.R.L.,PCIU-939632-0,14:10 Realizado,Bultos,1,XMF202500829A/B/C,14:10,8:00 
2025-11-04 00:00:00,Benevia S.R.L,PCIU-939632-0,14:10 Realizado,Bultos,1,XMF202500829A/B/C,14:10,8:00 
2025-11-05 00:00:00,Mecanizados Gabriel S.A.,PCIU-939632-0,14:10 Realizado,Bultos,1,XMF202500829A/B/C,14:10,8:30 
2025-11-04 00:00:00,Soul Design S.R.L,KOCU-212195-0,14:32 Realizado,Contenedor,1,721052693,14:32,9:00 
2025-11-04 00:00:00,Refractarios Argentinos Saicm,MSKU-590196-4,17:13 Realizado,Bultos,1,PCBUE25080002,17:13,8:00 
2025-11-05 00:00:00,Fashion Concept,EGHU-933858-4,09:22 Realizado,Rollos,1,HDE25-0900045,09:22,9:00 
2025-11-05 00:00:00,Perozzi Domingo Y Perozzi Osvaldo S.A.,TGBU-674261-4,09:28 Realizado,Contenedor,1,ZIMUBUE9044084,09:28,8:30 
2025-11-05 00:00:00,Maria Guadalupe Verano,HMMU-638940-9,09:40 Realizado,Contenedor,1,,09:40,8:30 
2025-11-05 00:00:00,Tio Musa,MSDU-544049-2,10:24 Realizado,Contenedor,1,GSZBUE25090202,10:24,8:30 
2025-11-06 00:00:00,Poka S.A.,EGHU-927093-0,17:37 Realizado,Bultos,1,TSSZ2508162A,17:37,8:30 
2025-11-06 00:00:00,Poka S.A.,EGSU-984451-8,09:40 Realizado,Bultos,1,TSSZ2508162A,09:40,8:30 
2025-11-05 00:00:00,Baires International,TGHU-507600-6,11:29 Realizado,Bultos,1,HLCUBC1250709739,11:29,8:30 
2025-11-05 00:00:00,Lift Van Int. Co S.A,TCLU-231160-6,14:04 Realizado,Contenedor,1,,14:04,9:00 
2025-11-05 00:00:00,Noah Servicess.R.L.,HLXU-809241-1,15:04 Realizado,Bultos,1,HLCUGOA2507BDQQ7,15:04,8:30 
2025-11-05 00:00:00,Mercovan Argentina S.A.,BMOU-152930-4,15:33 Realizado,Bultos,1,ONEYLEHF30764600,15:33,9:00 
2025-11-06 00:00:00,Mma Tex S.A.,DFSU-675941-0,09:36 Realizado,Contenedor,1,,09:36,9:30 
2025-11-06 00:00:00,Ledorot S.A.,MRKU-501185-0,09:55 Realizado,Contenedor,1,SYNNGB25SE090264,09:55,9:30 
2025-11-06 00:00:00,Foralia Sa,CMAU-758235-6,10:49 Realizado,Contenedor,1,ONEYLEHF30764600,10:49,8:30 
2025-11-06 00:00:00,Vertisoles Srl,ZIMU-315529-0,11:08 Realizado,Bultos,1,ZIMUASH4371657,11:08,9:30 
2025-11-06 00:00:00,Poka S.A.,EGSU-152974-1,11:08 Realizado,Contenedor,1,,11:08,8:30 
2025-11-06 00:00:00,Poka S.A.,TGBU-728059-4,11:08 Realizado,Contenedor,1,,11:08,9:00 
2025-11-06 00:00:00,Poka S.A.,GAOU-635029-1,11:08 Realizado,Contenedor,1,,11:08,9:00 
2025-11-06 00:00:00,Jupam Sa,CMAU-555702-0,11:12 Realizado,Contenedor,1,,11:12,11:00
2025-11-06 00:00:00,Poka S.A.,TEMU-645105-4,11:15 Realizado,Contenedor,1,GSZBUE25090202,11:15,9:00 
2025-11-06 00:00:00,Poka S.A.,EITU-121007-3,11:15 Realizado,Contenedor,1,GSZBUE25090202,11:15,9:00 
2025-11-06 00:00:00,Poka S.A.,EGHU-987918-8,11:15 Realizado,Contenedor,1,GSZBUE25090202,11:15,9:00 
2025-11-12 00:00:00,Edelweiss Spedition Srl,DAYU-216442-3,15:26 Realizado,Bultos,1,HLCUME3250830627,15:26,8:30 
2025-11-12 00:00:00,Juan M. Lavigne & Cia Sa,CCLU-720711-5,10:32 Realizado,Contenedor,1,,10:32,8:30 
2025-11-12 00:00:00,Mma Tex S.A.,GAOU-692063-0,14:49 Realizado,Contenedor,1,XMF202500827A/B/C/D,14:49,8:30 
2025-11-12 00:00:00,E A Balbi E Hijos S A,MRKU-063559-8,11:26 Realizado,Contenedor,1,HDE25-0900012,11:26,8:30 
2025-11-12 00:00:00,Grupo Rsm Srl,MRKU-029097-9,11:26 Realizado,Bultos,1,260254448,11:26,9:00 
2025-11-05 00:00:00,Racafma Srl,MSKU-027489-8,14:33 Realizado,Contenedor,1,XMF202500829A/B/C,14:33,8:30 
2025-11-06 00:00:00,Fashion Concept,EGSU-502931-7,17:05 Realizado,Contenedor,1,XMF202500829A/B/C,17:05,11:00
2025-11-06 00:00:00,Fashion Concept,TLLU-768160-1,17:05 Realizado,Contenedor,1,OOLU2161436390,17:05,11:00
2025-11-06 00:00:00,Poka S.A.,TCNU-168400-6,12:20 Realizado,Contenedor,1,ONEYLEHF30764600,12:20,8:30 
2025-11-06 00:00:00,Poka S.A.,EITU-904387-7,12:20 Realizado,Contenedor,1,ONEYLEHF30764600,12:20,8:30 
2025-11-06 00:00:00,Tio Musa,TGHU-668045-3,14:53 Realizado,Bultos,1,SYNNGB25SE081203,14:53,8:30 
2025-11-06 00:00:00,Racafma Srl,MSNU-696679-5,17:02 Realizado,Contenedor,1,259942694,17:02,8:30 
2025-11-06 00:00:00,Mercovan Argentina S.A.,TXGU-889833-7,15:24 Realizado,Bultos,1,MEDURN002197,15:24,8:00 
2025-11-06 00:00:00,Mibeda S.A.,EGHU-975425-7,11:25 Realizado,Contenedor,1,XMF202500829A/B/C,11:25,10:00
2025-11-06 00:00:00,Eramine Sudamerica Sa,FFAU-643636-0,14:07 Realizado,Pallets,1,NSHEC250841564,14:07,10:00
2025-11-06 00:00:00,Jakytextil S.A.,UACU-537295-0,16:42 Realizado,Contenedor,1,NBOE25017768,16:42,9:30 
2025-11-06 00:00:00,Eramine Sudamerica Sa,OOCU-745752-0,14:07 Realizado,Pallets,1,NSHEC250841564,14:07,10:00
2025-11-07 00:00:00,Eat Well Company S.R.L.,MRSU-866157-5,15:28 Realizado,Contenedor,1,HBG2023908,15:28,8:30 
2025-11-07 00:00:00,Eat Well Company S.R.L.,MSKU-039186-8,15:28 Realizado,Contenedor,1,,15:28,9:00 
2025-11-07 00:00:00,Tio Musa,BSIU-965743-6,10:27 Realizado,Contenedor,1,SYNNGB25SE090264,10:27,9:00 
2025-11-07 00:00:00,Eat Well Company S.R.L.,SUDU-683573-1,15:28 Realizado,Contenedor,1,,15:28,9:00 
2025-11-07 00:00:00,Aspee Monee,TRHU-601185-0,10:27 Realizado,Contenedor,1,,10:27,9:00 
2025-11-07 00:00:00,Aspee Monee,SEGU-518082-0,09:20 Realizado,Contenedor,1,,09:20,9:00 
2025-11-07 00:00:00,Edelweiss Spedition Srl,TEMU-530977-0,13:39 Realizado,Bultos,1,ONEYLISF02997500,13:39,9:00 
2025-11-07 00:00:00,Sk Distributors S.R.L.,MEDU-412289-0,11:36 Realizado,Contenedor,1,260178868,11:36,8:30 
2025-11-10 00:00:00,Global Broker,HLXU-531085-0,12:09 Realizado,Contenedor,1,HDE25-0900048,12:09,8:30 
2025-11-10 00:00:00,Grupo Leal-Tex S.R.L.,EGHU-831837-2,12:09 Realizado,Contenedor,1,XMF202500829A/B/C,12:09,8:00 
2025-11-10 00:00:00,Mercovan Argentina S.A.,CAAU-724927-3,11:43 Realizado,Bultos,1,256003808,11:43,8:00 
2025-11-11 00:00:00,Bisora Group Sa,HDMU-673499-7,15:49 Realizado,Contenedor,1,NGP2684954,15:49,9:00 
